original_character_resp.keys,original_character_resp.rt,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,token_original_resp.rt,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,landscapeA_resp.rt,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,4,1,6.2845,0,1,1,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,1,5.6155,0,2,2,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,2,1,10.7716,0,3,3,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,1,1,8.1839,0,4,4,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,2,1,8.4112,0,5,5,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,1,10.3533,0,6,6,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,4,1,4.2556,0,7,7,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,1,7.0128,0,8,8,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,1,6.6631,0,9,9,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,4,1,9.5781,0,10,10,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,4,1,10.2716,0,11,11,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,1,13.7985,0,12,12,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,2,1,7.391,0,13,13,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,0,8.0584,0,14,14,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,3,1,6.8808,0,15,15,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,7.8724,0,0,0,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,10.1605,0,1,1,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,6.4737,0,2,2,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,4.7255,0,3,3,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,6.7006,0,4,4,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,6.7148,0,5,5,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,5.0079,0,6,6,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,4.235,0,7,7,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,7.1274,0,8,8,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,1,7.9548,0,9,9,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,0,0,0,0,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0,0,1,1,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,,0,0,2,2,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,0,0,3,3,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,0,0,4,4,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,0,0,5,5,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,0,0,6,6,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,0,0,7,7,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,0,0,8,8,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,0,0,9,9,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,6.2862,,0,0,0,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9913,,0,1,1,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.6858,,0,2,2,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,4.5013,,0,3,3,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9787,,0,4,4,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,12.9965,,0,5,5,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9561,,0,6,6,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.7547,,0,7,7,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6751,,0,8,8,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,3.3931,,0,9,9,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,2.5265,,0,10,10,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,13.4281,,0,11,11,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,5.756,,0,12,12,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.0387,,0,13,13,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,28.6057,0,0,0,4,1,landscape_color_e.png,e,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,8.054,0,1,1,3,1,landscape_color_d.png,d,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,5.4856,0,2,2,5,1,landscape_color_f.png,f,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,6.3208,0,3,3,2,1,landscape_color_c.png,c,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,3.2567,0,4,4,0,1,landscape_color_a.png,a,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,3.4952,0,5,5,1,1,landscape_color_b.png,b,,,,,,,
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,,0,0,0,0,3,1
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_e.png,e,,0,0,1,1,4,1
,,,,,,,,,Ben24jada,2024-03-15_09h39.31.538,board game,2021.1.2,Win32,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_b.png,b,,0,0,2,2,1,1
