original_character_resp.keys,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,edited_character_resp.rt,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,token_edited_resp.rt,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,landscapeB_resp.rt,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,4,0,4.1446,0,1,1,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,4,1,3.7251,0,2,2,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,5,0,3.6046,0,3,3,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,4,1,4.4714,0,4,4,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,7,0,3.7584,0,5,5,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,0,2.6957,0,6,6,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,0,4.9262,0,7,7,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,1,3.3842,0,8,8,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,0,4.1619,0,9,9,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,1,0,4.5779,0,10,10,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,1,3.4083,0,11,11,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,6,0,3.7973,0,12,12,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,6,0,3.9622,0,13,13,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,0,2.5971,0,14,14,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,2,0,3.2908,0,15,15,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,1,3.4248,0,0,0,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,1,1.7885,0,1,1,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,i,0,2.4839,0,2,2,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,1,2.7607,0,3,3,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,1,1.5512,0,4,4,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,n,1,1.9874,0,5,5,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,k,1,1.712,0,6,6,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,1,1.5618,0,7,7,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,e,1,1.7993,0,8,8,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,1,2.5202,0,9,9,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.8972,,0,0,0,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,0.8884,,0,1,1,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.8883,,0,2,2,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.4819,,0,3,3,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.2287,,0,4,4,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.991,,0,5,5,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9463,,0,6,6,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.8354,,0,7,7,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.8578,,0,8,8,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.7797,,0,9,9,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.0788,,0,10,10,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.5597,,0,11,11,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,1.0712,,0,12,12,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.8009,,0,13,13,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,landscape_color_b.png,b,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,5,1,landscape_color_f.png,f,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,3,1,landscape_color_d.png,d,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,1,landscape_color_a.png,a,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,2,1,landscape_color_c.png,c,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,4,1,landscape_color_e.png,e,,,,,,,,
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_e.png,e,e,1,4.4173,0,0,0,4,1
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_b.png,b,b,1,2.863,0,1,1,1,1
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,d,1,2.0269,0,2,2,3,1
,,,,,,,,lolhest123,2024-04-03_21h16.57.914,board game,2021.1.2,Win32,74.07407407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,f,1,1.6919,0,3,3,5,1
