original_character_resp.keys,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,edited_character_resp.rt,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,token_edited_resp.rt,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,landscapeB_resp.rt,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,3,1,0.8981,0,3,3,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,0,1,2.1015,0,4,4,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,4,0,4.0239,0,5,5,7,1,orange_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,4,0,1.3956,0,6,6,11,1,gul_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,4,0,1.3203,0,7,7,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,4,0,1.3642,0,8,8,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,2,1,2.9933,0,9,9,5,1,orange_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,1,1,0.7123,0,10,10,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,3,1,3.2194,0,11,11,15,1,gul_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,1,1,1.6005,0,12,12,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,0,1,0.9892,0,13,13,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,2,1,1.3479,0,14,14,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,2,1,1.1637,0,15,15,12,1,gul_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,4,1,4.3043,0,0,0,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,1,1,1.4475,0,1,1,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,3,0,2.0283,0,2,2,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,4,0,1.7466,0,3,3,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,2,1,5.4,0,4,4,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,3,1,3.7022,0,5,5,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,4,1,1.2446,0,6,6,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,4,1,2.8763,0,7,7,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,3,1,2.6736,0,8,8,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,4,1,4.2906,0,9,9,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,2,1,2.1413,0,10,10,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,2,1,1.9111,0,11,11,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,2,1,3.193,0,12,12,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,3,1,3.0588,0,13,13,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,3,1,2.3305,0,14,14,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,3,1,2.084,0,15,15,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,1,7.947,0,0,0,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,1,4.7371,0,1,1,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,e,1,5.2119,0,2,2,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,1,3.0318,0,3,3,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,k,1,2.3835,0,4,4,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,n,1,2.9514,0,5,5,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,1,2.3076,0,6,6,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,1,2.4943,0,7,7,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,h,1,7.8314,0,8,8,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,1,1.7892,0,9,9,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.5827,,0,0,0,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.4624,,0,1,1,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.172,,0,2,2,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9434,,0,3,3,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6896,,0,4,4,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.8474,,0,5,5,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.0769,,0,6,6,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,1.2778,,0,7,7,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.6405,,0,8,8,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.721,,0,9,9,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9964,,0,10,10,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.3506,,0,11,11,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,3.4758,,0,12,12,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9028,,0,13,13,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,landscape_color_b.png,b,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,4,1,landscape_color_e.png,e,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,2,1,landscape_color_c.png,c,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,5,1,landscape_color_f.png,f,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,3,1,landscape_color_d.png,d,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,0,1,landscape_color_a.png,a,,,,,,,,
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_e.png,e,e,1,7.043,0,0,0,4,1
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_c.png,c,c,1,6.7747,0,1,1,2,1
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_a.png,a,a,1,1.8511,0,2,2,0,1
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,f,1,2.9856,0,3,3,5,1
,,,,,,,,579998,2024-03-14_17h10.12.895,board game,2021.1.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,d,1,4.0316,0,4,4,3,1
