"id","age","colorblind","correctGazeanswer","diff_remember","diff_understand","freq_game","gender","played_tang","options","gaze_response.corr","gaze_response.keys","RT","trials_gaze.thisN","manipulation","stimulus_type"
"jyd78nhg79",18,"No","right","Agree","Disagree","Semi-annually","Female","No","gaze7_plain.png","0","up",1.0123,13,"original","gaze7"
"K5gu78",23,"No","left","Neither nor","Neither nor","Semi-annually","Female","No","gaze2_plain.png","1","left",1.2778,12,"original","gaze2"
"K5gu78",23,"No","right","Neither nor","Neither nor","Semi-annually","Female","No","gaze6_plain.png","1","right",0.8753,13,"original","gaze6"
"K5gu78",23,"No","left","Neither nor","Neither nor","Semi-annually","Female","No","gaze4_cue.png","1","left",1.6195,0,"edited","gaze4"
"K5gu78",23,"No","left","Neither nor","Neither nor","Semi-annually","Female","No","gaze4_plain.png","1","left",3.2096,1,"original","gaze4"
"K5gu78",23,"No","left","Neither nor","Neither nor","Semi-annually","Female","No","gaze1_cue.png","1","left",1.3597,2,"edited","gaze1"
"K5gu78",23,"No","right","Neither nor","Neither nor","Semi-annually","Female","No","gaze3_cue.png","1","right",1.7589,3,"edited","gaze3"
"K5gu78",23,"No","right","Neither nor","Neither nor","Semi-annually","Female","No","gaze7_cue.png","0","up",1.6591,4,"edited","gaze7"
"K5gu78",23,"No","right","Neither nor","Neither nor","Semi-annually","Female","No","gaze6_cue.png","1","right",1.0938,5,"edited","gaze6"
"K5gu78",23,"No","right","Neither nor","Neither nor","Semi-annually","Female","No","gaze3_plain.png","1","right",1.0326,6,"original","gaze3"
"K5gu78",23,"No","up","Neither nor","Neither nor","Semi-annually","Female","No","gaze5_plain.png","1","up",1.0943,7,"original","gaze5"
"K5gu78",23,"No","left","Neither nor","Neither nor","Semi-annually","Female","No","gaze2_cue.png","1","left",1.4334,9,"edited","gaze2"
"K5gu78",23,"No","up","Neither nor","Neither nor","Semi-annually","Female","No","gaze5_cue.png","1","up",0.8264,10,"edited","gaze5"
"K5gu78",23,"No","right","Neither nor","Neither nor","Semi-annually","Female","No","gaze7_plain.png","0","up",1.7914,8,"original","gaze7"
"K5gu78",23,"No","left","Neither nor","Neither nor","Semi-annually","Female","No","gaze1_plain.png","1","left",0.9081,11,"original","gaze1"
"KJ19",23,"No","left","Strongly agree","Strongly agree","Rarely","Female","No","gaze2_cue.png","0","right",5.846,0,"edited","gaze2"
"KJ19",23,"No","left","Strongly agree","Strongly agree","Rarely","Female","No","gaze1_plain.png","1","left",0.967,1,"original","gaze1"
"KJ19",23,"No","right","Strongly agree","Strongly agree","Rarely","Female","No","gaze7_plain.png","1","right",1.789,2,"original","gaze7"
"KJ19",23,"No","right","Strongly agree","Strongly agree","Rarely","Female","No","gaze6_plain.png","1","right",0.774,3,"original","gaze6"
"KJ19",23,"No","left","Strongly agree","Strongly agree","Rarely","Female","No","gaze1_cue.png","1","left",0.76,4,"edited","gaze1"
"KJ19",23,"No","left","Strongly agree","Strongly agree","Rarely","Female","No","gaze4_plain.png","1","left",0.893,5,"original","gaze4"
"KJ19",23,"No","up","Strongly agree","Strongly agree","Rarely","Female","No","gaze5_cue.png","1","up",0.815,6,"edited","gaze5"
"KJ19",23,"No","right","Strongly agree","Strongly agree","Rarely","Female","No","gaze3_plain.png","0","down",1.232,7,"original","gaze3"
"KJ19",23,"No","right","Strongly agree","Strongly agree","Rarely","Female","No","gaze3_cue.png","1","right",1.079,8,"edited","gaze3"
"KJ19",23,"No","left","Strongly agree","Strongly agree","Rarely","Female","No","gaze2_plain.png","0","right",1.418,9,"original","gaze2"
"KJ19",23,"No","right","Strongly agree","Strongly agree","Rarely","Female","No","gaze6_cue.png","1","right",0.612,10,"edited","gaze6"
"KJ19",23,"No","up","Strongly agree","Strongly agree","Rarely","Female","No","gaze5_plain.png","0","left",0.787,11,"original","gaze5"
"KJ19",23,"No","right","Strongly agree","Strongly agree","Rarely","Female","No","gaze7_cue.png","1","right",0.6,12,"edited","gaze7"
"KJ19",23,"No","left","Strongly agree","Strongly agree","Rarely","Female","No","gaze4_cue.png","1","left",0.618,13,"edited","gaze4"
"KleinOgAbel",24,"No","up","Disagree","Strongly disagree","Weekly","Male","Yes","gaze5_cue.png","1","up",2.1093,0,"edited","gaze5"
"KleinOgAbel",24,"No","left","Disagree","Strongly disagree","Weekly","Male","Yes","gaze1_plain.png","1","left",3.9804,1,"original","gaze1"
"KleinOgAbel",24,"No","up","Disagree","Strongly disagree","Weekly","Male","Yes","gaze5_plain.png","1","up",1.0639,2,"original","gaze5"
"KleinOgAbel",24,"No","right","Disagree","Strongly disagree","Weekly","Male","Yes","gaze7_plain.png","1","right",2.3862,3,"original","gaze7"
"KleinOgAbel",24,"No","right","Disagree","Strongly disagree","Weekly","Male","Yes","gaze6_cue.png","1","right",1.0033,4,"edited","gaze6"
"KleinOgAbel",24,"No","left","Disagree","Strongly disagree","Weekly","Male","Yes","gaze2_plain.png","1","left",1.6514,5,"original","gaze2"
"KleinOgAbel",24,"No","right","Disagree","Strongly disagree","Weekly","Male","Yes","gaze3_cue.png","0","up",1.0863,6,"edited","gaze3"
"KleinOgAbel",24,"No","left","Disagree","Strongly disagree","Weekly","Male","Yes","gaze1_cue.png","1","left",1.1594,7,"edited","gaze1"
"KleinOgAbel",24,"No","left","Disagree","Strongly disagree","Weekly","Male","Yes","gaze4_cue.png","1","left",1.7646,8,"edited","gaze4"
"KleinOgAbel",24,"No","left","Disagree","Strongly disagree","Weekly","Male","Yes","gaze2_cue.png","1","left",3.2529,9,"edited","gaze2"
"KleinOgAbel",24,"No","right","Disagree","Strongly disagree","Weekly","Male","Yes","gaze7_cue.png","1","right",0.6868,10,"edited","gaze7"
"KleinOgAbel",24,"No","right","Disagree","Strongly disagree","Weekly","Male","Yes","gaze3_plain.png","1","right",2.1176,11,"original","gaze3"
"KleinOgAbel",24,"No","left","Disagree","Strongly disagree","Weekly","Male","Yes","gaze4_plain.png","1","left",1.9338,12,"original","gaze4"
"KleinOgAbel",24,"No","right","Disagree","Strongly disagree","Weekly","Male","Yes","gaze6_plain.png","1","right",0.7557,13,"original","gaze6"
"Lou97",26,"No","up","Neither nor","Disagree","Semi-annually","Female","No","gaze5_cue.png","1","up",0.8807,6,"edited","gaze5"
"Lou97",26,"No","right","Neither nor","Disagree","Semi-annually","Female","No","gaze7_cue.png","1","right",0.7351,7,"edited","gaze7"
"Lou97",26,"No","right","Neither nor","Disagree","Semi-annually","Female","No","gaze6_plain.png","1","right",0.9739,8,"original","gaze6"
"Lou97",26,"No","right","Neither nor","Disagree","Semi-annually","Female","No","gaze3_plain.png","1","right",1.8517,9,"original","gaze3"
"Lou97",26,"No","right","Neither nor","Disagree","Semi-annually","Female","No","gaze6_cue.png","1","right",0.7952,10,"edited","gaze6"
"Lou97",26,"No","left","Neither nor","Disagree","Semi-annually","Female","No","gaze2_plain.png","1","left",1.1025,11,"original","gaze2"
"Lou97",26,"No","right","Neither nor","Disagree","Semi-annually","Female","No","gaze3_cue.png","1","right",1.1202,12,"edited","gaze3"
"Lou97",26,"No","left","Neither nor","Disagree","Semi-annually","Female","No","gaze2_cue.png","1","left",0.7198,13,"edited","gaze2"
"Lou97",26,"No","right","Neither nor","Disagree","Semi-annually","Female","No","gaze7_plain.png","1","right",2.1081,1,"original","gaze7"
"Lou97",26,"No","left","Neither nor","Disagree","Semi-annually","Female","No","gaze4_cue.png","1","left",1.1293,2,"edited","gaze4"
"Lou97",26,"No","left","Neither nor","Disagree","Semi-annually","Female","No","gaze1_plain.png","1","left",0.9724,3,"original","gaze1"
"Lou97",26,"No","left","Neither nor","Disagree","Semi-annually","Female","No","gaze1_cue.png","1","left",2.3966,0,"edited","gaze1"
"Lou97",26,"No","up","Neither nor","Disagree","Semi-annually","Female","No","gaze5_plain.png","1","up",1.2899,5,"original","gaze5"
"Lou97",26,"No","left","Neither nor","Disagree","Semi-annually","Female","No","gaze4_plain.png","1","left",0.9148,4,"original","gaze4"
"Lynge31",25,"No","up","Neither nor","Disagree","Every 3rd month","Male","No","gaze5_cue.png","1","up",1.704,6,"edited","gaze5"
"Lynge31",25,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze4_plain.png","1","left",2.202,7,"original","gaze4"
"Lynge31",25,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze2_plain.png","1","left",2.072,8,"original","gaze2"
"Lynge31",25,"No","up","Neither nor","Disagree","Every 3rd month","Male","No","gaze5_plain.png","1","up",2.874,9,"original","gaze5"
"Lynge31",25,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze6_plain.png","1","right",0.901,10,"original","gaze6"
"Lynge31",25,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze4_cue.png","1","left",1.261,11,"edited","gaze4"
"Lynge31",25,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze3_cue.png","1","right",0.993,12,"edited","gaze3"
"Lynge31",25,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze3_plain.png","1","right",1.274,13,"original","gaze3"
"Lynge31",25,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze7_cue.png","0","up",1.561,1,"edited","gaze7"
"Lynge31",25,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze2_cue.png","1","left",2.374,2,"edited","gaze2"
"Lynge31",25,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze7_plain.png","0","up",1.422,3,"original","gaze7"
"Lynge31",25,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze1_plain.png","1","left",0.83,4,"original","gaze1"
"Lynge31",25,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze6_cue.png","1","right",0.834,5,"edited","gaze6"
"Lynge31",25,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze1_cue.png","1","left",4.213,0,"edited","gaze1"
"M123",26,"No","right","Disagree","Disagree","Every 3rd month","Female","No","gaze3_plain.png","1","right",5.233,0,"original","gaze3"
"M123",26,"No","left","Disagree","Disagree","Every 3rd month","Female","No","gaze2_cue.png","1","left",2.402,1,"edited","gaze2"
"M123",26,"No","right","Disagree","Disagree","Every 3rd month","Female","No","gaze7_plain.png","1","right",2.349,2,"original","gaze7"
"M123",26,"No","right","Disagree","Disagree","Every 3rd month","Female","No","gaze6_plain.png","1","right",0.785,3,"original","gaze6"
"M123",26,"No","right","Disagree","Disagree","Every 3rd month","Female","No","gaze3_cue.png","0","down",0.942,4,"edited","gaze3"
"M123",26,"No","right","Disagree","Disagree","Every 3rd month","Female","No","gaze6_cue.png","1","right",0.849,5,"edited","gaze6"
"M123",26,"No","left","Disagree","Disagree","Every 3rd month","Female","No","gaze4_cue.png","1","left",1.65,6,"edited","gaze4"
"M123",26,"No","left","Disagree","Disagree","Every 3rd month","Female","No","gaze2_plain.png","1","left",1.333,7,"original","gaze2"
"M123",26,"No","right","Disagree","Disagree","Every 3rd month","Female","No","gaze7_cue.png","1","right",0.799,8,"edited","gaze7"
"M123",26,"No","up","Disagree","Disagree","Every 3rd month","Female","No","gaze5_plain.png","1","up",1.224,9,"original","gaze5"
"M123",26,"No","left","Disagree","Disagree","Every 3rd month","Female","No","gaze1_plain.png","0","down",2.184,10,"original","gaze1"
"M123",26,"No","left","Disagree","Disagree","Every 3rd month","Female","No","gaze1_cue.png","0","down",1.746,11,"edited","gaze1"
"M123",26,"No","up","Disagree","Disagree","Every 3rd month","Female","No","gaze5_cue.png","1","up",1.122,12,"edited","gaze5"
"M123",26,"No","left","Disagree","Disagree","Every 3rd month","Female","No","gaze4_plain.png","1","left",2.148,13,"original","gaze4"
"OMY618",31,"No","up","Agree","Neither nor","Rarely","Male","No","gaze5_plain.png","1","up",1.495,3,"original","gaze5"
"OMY618",31,"No","left","Agree","Neither nor","Rarely","Male","No","gaze4_cue.png","1","left",0.789,4,"edited","gaze4"
"OMY618",31,"No","right","Agree","Neither nor","Rarely","Male","No","gaze6_cue.png","1","right",0.997,5,"edited","gaze6"
"OMY618",31,"No","right","Agree","Neither nor","Rarely","Male","No","gaze7_cue.png","0","up",1.609,6,"edited","gaze7"
"OMY618",31,"No","left","Agree","Neither nor","Rarely","Male","No","gaze1_plain.png","1","left",0.871,7,"original","gaze1"
"OMY618",31,"No","right","Agree","Neither nor","Rarely","Male","No","gaze3_cue.png","1","right",1.343,8,"edited","gaze3"
"OMY618",31,"No","left","Agree","Neither nor","Rarely","Male","No","gaze4_plain.png","1","left",0.892,9,"original","gaze4"
"OMY618",31,"No","left","Agree","Neither nor","Rarely","Male","No","gaze1_cue.png","1","left",0.897,10,"edited","gaze1"
"OMY618",31,"No","up","Agree","Neither nor","Rarely","Male","No","gaze5_cue.png","1","up",1.012,11,"edited","gaze5"
"OMY618",31,"No","right","Agree","Neither nor","Rarely","Male","No","gaze6_plain.png","1","right",0.753,12,"original","gaze6"
"OMY618",31,"No","left","Agree","Neither nor","Rarely","Male","No","gaze2_plain.png","1","left",1.068,13,"original","gaze2"
"OMY618",31,"No","right","Agree","Neither nor","Rarely","Male","No","gaze3_plain.png","1","right",3.063,0,"original","gaze3"
"OMY618",31,"No","right","Agree","Neither nor","Rarely","Male","No","gaze7_plain.png","0","up",1.788,1,"original","gaze7"
"OMY618",31,"No","left","Agree","Neither nor","Rarely","Male","No","gaze2_cue.png","1","left",0.994,2,"edited","gaze2"
"tohitu1",24,"No","right","Strongly agree","Neither nor","Weekly","Female","Yes","gaze3_plain.png","1","right",1.2124,0,"original","gaze3"
"tohitu1",24,"No","left","Strongly agree","Neither nor","Weekly","Female","Yes","gaze4_plain.png","1","left",0.7865,1,"original","gaze4"
"tohitu1",24,"No","left","Strongly agree","Neither nor","Weekly","Female","Yes","gaze4_cue.png","1","left",0.7688,2,"edited","gaze4"
"tohitu1",24,"No","up","Strongly agree","Neither nor","Weekly","Female","Yes","gaze5_plain.png","1","up",1.1148,3,"original","gaze5"
"tohitu1",24,"No","left","Strongly agree","Neither nor","Weekly","Female","Yes","gaze2_cue.png","1","left",0.7328,4,"edited","gaze2"
"tohitu1",24,"No","left","Strongly agree","Neither nor","Weekly","Female","Yes","gaze1_cue.png","1","left",0.5239,5,"edited","gaze1"
"tohitu1",24,"No","right","Strongly agree","Neither nor","Weekly","Female","Yes","gaze7_plain.png","1","right",0.7375,6,"original","gaze7"
"tohitu1",24,"No","up","Strongly agree","Neither nor","Weekly","Female","Yes","gaze5_cue.png","1","up",1.0698,7,"edited","gaze5"
"tohitu1",24,"No","right","Strongly agree","Neither nor","Weekly","Female","Yes","gaze7_cue.png","1","right",0.5163,8,"edited","gaze7"
"tohitu1",24,"No","right","Strongly agree","Neither nor","Weekly","Female","Yes","gaze6_cue.png","1","right",0.4353,9,"edited","gaze6"
"tohitu1",24,"No","left","Strongly agree","Neither nor","Weekly","Female","Yes","gaze2_plain.png","1","left",0.5967,10,"original","gaze2"
"tohitu1",24,"No","right","Strongly agree","Neither nor","Weekly","Female","Yes","gaze3_cue.png","1","right",0.6429,11,"edited","gaze3"
"tohitu1",24,"No","right","Strongly agree","Neither nor","Weekly","Female","Yes","gaze6_plain.png","1","right",0.7412,12,"original","gaze6"
"tohitu1",24,"No","left","Strongly agree","Neither nor","Weekly","Female","Yes","gaze1_plain.png","1","left",0.5811,13,"original","gaze1"
"yay",23,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze1_plain.png","1","left",4.1524,0,"original","gaze1"
"yay",23,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze4_plain.png","1","left",5.8587,1,"original","gaze4"
"yay",23,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze4_cue.png","1","left",6.002,2,"edited","gaze4"
"yay",23,"No","up","Neither nor","Disagree","Every 3rd month","Male","No","gaze5_cue.png","1","up",1.5349,3,"edited","gaze5"
"yay",23,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze3_cue.png","1","right",1.1814,4,"edited","gaze3"
"yay",23,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze3_plain.png","1","right",1.5699,5,"original","gaze3"
"yay",23,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze2_plain.png","1","left",2.4497,6,"original","gaze2"
"yay",23,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze6_cue.png","1","right",1.3833,7,"edited","gaze6"
"yay",23,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze7_plain.png","1","right",2.8649,8,"original","gaze7"
"yay",23,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze6_plain.png","1","right",0.7738,9,"original","gaze6"
"yay",23,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze2_cue.png","1","left",0.8217,10,"edited","gaze2"
"yay",23,"No","left","Neither nor","Disagree","Every 3rd month","Male","No","gaze1_cue.png","1","left",0.8329,11,"edited","gaze1"
"yay",23,"No","up","Neither nor","Disagree","Every 3rd month","Male","No","gaze5_plain.png","1","up",2.0538,12,"original","gaze5"
"yay",23,"No","right","Neither nor","Disagree","Every 3rd month","Male","No","gaze7_cue.png","1","right",0.7175,13,"edited","gaze7"
